FIPS formula,County Name,State Abbr,GEO_ID,latitude,longitude
1001,Autauga,AL,05000US01001,32.536382,-86.64449
1003,Baldwin,AL,05000US01003,30.659218,-87.746067
1005,Barbour,AL,05000US01005,31.87067,-85.405456
1007,Bibb,AL,05000US01007,33.015893,-87.127148
1009,Blount,AL,05000US01009,33.977448,-86.567246
1011,Bullock,AL,05000US01011,32.101759,-85.717261
1013,Butler,AL,05000US01013,31.751667,-86.681969
1015,Calhoun,AL,05000US01015,33.771706,-85.822513
1017,Chambers,AL,05000US01017,32.917943,-85.391812
1019,Cherokee,AL,05000US01019,34.069515,-85.654242
1021,Chilton,AL,05000US01021,32.85406,-86.726628
1023,Choctaw,AL,05000US01023,31.991008,-88.248887
1025,Clarke,AL,05000US01025,31.685521,-87.818624
1027,Clay,AL,05000US01027,33.267809,-85.862051
1029,Cleburne,AL,05000US01029,33.671981,-85.516109
1031,Coffee,AL,05000US01031,31.402183,-85.989201
1033,Colbert,AL,05000US01033,34.703112,-87.801457
1035,Conecuh,AL,05000US01035,31.428293,-86.992029
1037,Coosa,AL,05000US01037,32.931445,-86.243482
1039,Covington,AL,05000US01039,31.243987,-86.448721
1041,Crenshaw,AL,05000US01041,31.732826,-86.319222
1043,Cullman,AL,05000US01043,34.131923,-86.869267
1045,Dale,AL,05000US01045,31.430654,-85.609476
1047,Dallas,AL,05000US01047,32.33354,-87.114356
1049,DeKalb,AL,05000US01049,34.460929,-85.803992
1051,Elmore,AL,05000US01051,32.597229,-86.142739
1053,Escambia,AL,05000US01053,31.121748,-87.168429
1055,Etowah,AL,05000US01055,34.047638,-86.03442
1057,Fayette,AL,05000US01057,33.732249,-87.752049
1059,Franklin,AL,05000US01059,34.441988,-87.842815
1061,Geneva,AL,05000US01061,31.090866,-85.824346
1063,Greene,AL,05000US01063,32.844497,-87.964201
1065,Hale,AL,05000US01065,32.752796,-87.623061
1067,Henry,AL,05000US01067,31.516978,-85.239971
1069,Houston,AL,05000US01069,31.158193,-85.296398
1071,Jackson,AL,05000US01071,34.763522,-85.9774
1073,Jefferson,AL,05000US01073,33.553444,-86.896536
1075,Lamar,AL,05000US01075,33.787085,-88.087431
1077,Lauderdale,AL,05000US01077,34.904122,-87.650997
1079,Lawrence,AL,05000US01079,34.529776,-87.321865
1081,Lee,AL,05000US01081,32.604064,-85.353048
1083,Limestone,AL,05000US01083,34.810239,-86.9814
1085,Lowndes,AL,05000US01085,32.147888,-86.650586
1087,Macon,AL,05000US01087,32.387027,-85.692887
1089,Madison,AL,05000US01089,34.764238,-86.55108
1091,Marengo,AL,05000US01091,32.247591,-87.791091
1093,Marion,AL,05000US01093,34.138219,-87.881551
1095,Marshall,AL,05000US01095,34.309564,-86.321668
1097,Mobile,AL,05000US01097,30.684573,-88.196568
1099,Monroe,AL,05000US01099,31.580332,-87.383266
1101,Montgomery,AL,05000US01101,32.203651,-86.203831
1103,Morgan,AL,05000US01103,34.454484,-86.846402
1105,Perry,AL,05000US01105,32.639005,-87.293827
1107,Pickens,AL,05000US01107,33.296809,-88.096878
1109,Pike,AL,05000US01109,31.798726,-85.941997
1111,Randolph,AL,05000US01111,33.296475,-85.464068
1113,Russell,AL,05000US01113,32.289811,-85.18698
1115,St. Clair,AL,05000US01115,33.712963,-86.315663
1117,Shelby,AL,05000US01117,33.262937,-86.678104
1119,Sumter,AL,05000US01119,32.597481,-88.200057
1121,Talladega,AL,05000US01121,33.369277,-86.175805
1123,Tallapoosa,AL,05000US01123,32.863369,-85.799553
1125,Tuscaloosa,AL,05000US01125,33.290202,-87.52286
1127,Walker,AL,05000US01127,33.791571,-87.301092
1129,Washington,AL,05000US01129,31.406974,-88.202078
1131,Wilcox,AL,05000US01131,31.99033,-87.302205
1133,Winston,AL,05000US01133,34.155888,-87.364147
4001,Apache,AZ,05000US04001,35.385845,-109.493747
4003,Cochise,AZ,05000US04003,31.881793,-109.75412
4005,Coconino,AZ,05000US04005,35.829692,-111.773728
4007,Gila,AZ,05000US04007,33.789618,-110.81187
4009,Graham,AZ,05000US04009,32.931828,-109.87831
4011,Greenlee,AZ,05000US04011,33.238872,-109.242323
4012,La Paz,AZ,05000US04012,33.727625,-114.038793
4013,Maricopa,AZ,05000US04013,33.346541,-112.495534
4015,Mohave,AZ,05000US04015,35.717705,-113.749689
4017,Navajo,AZ,05000US04017,35.390934,-110.320908
4019,Pima,AZ,05000US04019,32.128237,-111.783018
4021,Pinal,AZ,05000US04021,32.91891,-111.367257
4023,Santa Cruz,AZ,05000US04023,31.525904,-110.84519
4025,Yavapai,AZ,05000US04025,34.630044,-112.573745
4027,Yuma,AZ,05000US04027,32.773942,-113.910905
5001,Arkansas,AR,05000US05001,34.289574,-91.376547
5003,Ashley,AR,05000US05003,33.190835,-91.772267
5005,Baxter,AR,05000US05005,36.28071,-92.330438
5007,Benton,AR,05000US05007,36.337825,-94.256187
5009,Boone,AR,05000US05009,36.304308,-93.079204
5011,Bradley,AR,05000US05011,33.463819,-92.168164
5013,Calhoun,AR,05000US05013,33.56046,-92.513879
5015,Carroll,AR,05000US05015,36.337774,-93.541663
5017,Chicot,AR,05000US05017,33.267139,-91.297158
5019,Clark,AR,05000US05019,34.053312,-93.176205
5021,Clay,AR,05000US05021,36.367302,-90.418704
5023,Cleburne,AR,05000US05023,35.566288,-92.059974
5025,Cleveland,AR,05000US05025,33.893201,-92.188714
5027,Columbia,AR,05000US05027,33.21507,-93.226901
5029,Conway,AR,05000US05029,35.265702,-92.689248
5031,Craighead,AR,05000US05031,35.828268,-90.630411
5033,Crawford,AR,05000US05033,35.583041,-94.236224
5035,Crittenden,AR,05000US05035,35.211878,-90.315331
5037,Cross,AR,05000US05037,35.291259,-90.773894
5039,Dallas,AR,05000US05039,33.967823,-92.653999
5041,Desha,AR,05000US05041,33.828748,-91.244427
5043,Drew,AR,05000US05043,33.587242,-91.722778
5045,Faulkner,AR,05000US05045,35.146356,-92.324654
5047,Franklin,AR,05000US05047,35.508573,-93.887672
5049,Fulton,AR,05000US05049,36.383443,-91.819239
5051,Garland,AR,05000US05051,34.578861,-93.146915
5053,Grant,AR,05000US05053,34.288063,-92.423984
5055,Greene,AR,05000US05055,36.119922,-90.565241
5057,Hempstead,AR,05000US05057,33.728611,-93.665809
5059,Hot Spring,AR,05000US05059,34.315177,-92.944147
5061,Howard,AR,05000US05061,34.083179,-93.990988
5063,Independence,AR,05000US05063,35.737499,-91.559942
5065,Izard,AR,05000US05065,36.094879,-91.913625
5067,Jackson,AR,05000US05067,35.596605,-91.223178
5069,Jefferson,AR,05000US05069,34.277696,-91.930701
5071,Johnson,AR,05000US05071,35.573359,-93.466322
5073,Lafayette,AR,05000US05073,33.24066,-93.611643
5075,Lawrence,AR,05000US05075,36.041098,-91.101153
5077,Lee,AR,05000US05077,34.77975,-90.779288
5079,Lincoln,AR,05000US05079,33.957665,-91.727624
5081,Little River,AR,05000US05081,33.699497,-94.229774
5083,Logan,AR,05000US05083,35.21855,-93.720563
5085,Lonoke,AR,05000US05085,34.755114,-91.894132
5087,Madison,AR,05000US05087,36.012545,-93.724053
5089,Marion,AR,05000US05089,36.266656,-92.678588
5091,Miller,AR,05000US05091,33.305505,-93.901509
5093,Mississippi,AR,05000US05093,35.766943,-90.052209
5095,Monroe,AR,05000US05095,34.679513,-91.203314
5097,Montgomery,AR,05000US05097,34.545652,-93.664147
5099,Nevada,AR,05000US05099,33.666699,-93.305072
5101,Newton,AR,05000US05101,35.910063,-93.215084
